Member,Type,Facility,Year,Date Of Commitment,Amount Agreed,Amount (mn),IFScode,Country,Region,Facility acronym,facilitycode,typecode,decade,incomecode
Finland,GRA,Stand-By Arrangement,1952,5-Dec-52,"5,000,000",5,172,FIN,EUR,SBA,6,1,1,AE
Peru,GRA,Stand-By Arrangement,1954,18-Feb-54,"12,500,000",12.5,293,PER,WHD,SBA,6,1,1,EMDE
Mexico,GRA,Stand-By Arrangement,1954,16-Apr-54,"50,000,000",50,273,MEX,WHD,SBA,6,1,1,EMDE
Chile,GRA,Stand-By Arrangement,1956,1-Apr-56,"35,000,000",35,228,CHL,WHD,SBA,6,1,1,EMDE
"Iran, Islamic Republic of",GRA,Stand-By Arrangement,1956,18-May-56,"17,500,000",17.5,429,IRN,MCD,SBA,6,1,1,EMDE
France,GRA,Stand-By Arrangement,1956,17-Oct-56,"262,500,000",262.5,132,FRA,EUR,SBA,6,1,1,AE
Nicaragua,GRA,Stand-By Arrangement,1956,21-Nov-56,"3,750,000",3.75,278,NIC,WHD,SBA,6,1,1,LIC
Bolivia,GRA,Stand-By Arrangement,1956,29-Nov-56,"7,500,000",7.5,218,BOL,WHD,SBA,6,1,1,EMDE
United Kingdom,GRA,Stand-By Arrangement,1956,22-Dec-56,"738,530,000",738.53,112,GBR,EUR,SBA,6,1,1,AE
India,GRA,Stand-By Arrangement,1957,11-Mar-57,"72,500,000",72.5,534,IND,APD,SBA,6,1,1,EMDE
Colombia,GRA,Stand-By Arrangement,1957,19-Jun-57,"25,000,000",25,233,COL,WHD,SBA,6,1,1,EMDE
Paraguay,GRA,Stand-By Arrangement,1957,30-Jul-57,"5,500,000",5.5,288,PRY,WHD,SBA,6,1,1,EMDE
"Netherlands, The",GRA,Stand-By Arrangement,1957,12-Sep-57,"68,750,000",68.75,138,NLD,EUR,SBA,6,1,1,AE
Nicaragua,GRA,Stand-By Arrangement,1957,7-Oct-57,"7,500,000",7.5,278,NIC,WHD,SBA,6,1,1,LIC
Honduras,GRA,Stand-By Arrangement,1957,12-Nov-57,"3,750,000",3.75,268,HND,WHD,SBA,6,1,1,LIC
United Kingdom,GRA,Stand-By Arrangement,1957,22-Dec-57,"738,530,000",738.53,112,GBR,EUR,SBA,6,1,1,AE
Bolivia,GRA,Stand-By Arrangement,1957,29-Dec-57,"3,500,000",3.5,218,BOL,WHD,SBA,6,1,1,EMDE
France,GRA,Stand-By Arrangement,1958,31-Jan-58,"131,250,000",131.25,132,FRA,EUR,SBA,6,1,1,AE
Peru,GRA,Stand-By Arrangement,1958,10-Feb-58,"25,000,000",25,293,PER,WHD,SBA,6,1,1,EMDE
Chile,GRA,Stand-By Arrangement,1958,1-Apr-58,"10,000,000",10,228,CHL,WHD,SBA,6,1,1,EMDE
South Africa,GRA,Stand-By Arrangement,1958,8-Apr-58,"25,000,000",25,199,ZAF,AFR,SBA,6,1,1,EMDE
Brazil,GRA,Stand-By Arrangement,1958,3-Jun-58,"37,500,000",37.5,223,BRA,WHD,SBA,6,1,1,EMDE
Colombia,GRA,Stand-By Arrangement,1958,19-Jun-58,"15,000,000",15,233,COL,WHD,SBA,6,1,1,EMDE
Haiti,GRA,Stand-By Arrangement,1958,14-Jul-58,"5,000,000",5,263,HTI,WHD,SBA,6,1,1,LIC
Paraguay,GRA,Stand-By Arrangement,1958,30-Jul-58,"1,500,000",1.5,288,PRY,WHD,SBA,6,1,1,EMDE
Nicaragua,GRA,Stand-By Arrangement,1958,15-Sep-58,"7,500,000",7.5,278,NIC,WHD,SBA,6,1,1,LIC
El Salvador,GRA,Stand-By Arrangement,1958,1-Oct-58,"7,500,000",7.5,253,SLV,WHD,SBA,6,1,1,EMDE
Pakistan,GRA,Stand-By Arrangement,1958,8-Dec-58,"25,000,000",25,564,PAK,MCD,SBA,6,1,1,EMDE
Argentina,GRA,Stand-By Arrangement,1958,19-Dec-58,"75,000,000",75,213,ARG,WHD,SBA,6,1,1,EMDE
United Kingdom,GRA,Stand-By Arrangement,1958,22-Dec-58,"738,530,000",738.53,112,GBR,EUR,SBA,6,1,1,AE
Honduras,GRA,Stand-By Arrangement,1959,29-Jan-59,"4,500,000",4.5,268,HND,WHD,SBA,6,1,1,LIC
Peru,GRA,Stand-By Arrangement,1959,1-Mar-59,"13,000,000",13,293,PER,WHD,SBA,6,1,1,EMDE
Mexico,GRA,Stand-By Arrangement,1959,5-Mar-59,"90,000,000",90,273,MEX,WHD,SBA,6,1,1,EMDE
Chile,GRA,Stand-By Arrangement,1959,1-Apr-59,"8,100,000",8.1,228,CHL,WHD,SBA,6,1,1,EMDE
Bolivia,GRA,Stand-By Arrangement,1959,18-May-59,"1,500,000",1.5,218,BOL,WHD,SBA,6,1,1,EMDE
Paraguay,GRA,Stand-By Arrangement,1959,13-Aug-59,"2,750,000",2.75,288,PRY,WHD,SBA,6,1,1,EMDE
Spain,GRA,Stand-By Arrangement,1959,17-Aug-59,"25,000,000",25,184,ESP,EUR,SBA,6,1,1,AE
El Salvador,GRA,Stand-By Arrangement,1959,1-Oct-59,"7,500,000",7.5,253,SLV,WHD,SBA,6,1,1,EMDE
Haiti,GRA,Stand-By Arrangement,1959,1-Oct-59,"4,000,000",4,263,HTI,WHD,SBA,6,1,1,LIC
Colombia,GRA,Stand-By Arrangement,1959,22-Oct-59,"41,250,000",41.25,233,COL,WHD,SBA,6,1,1,EMDE
Morocco,GRA,Stand-By Arrangement,1959,15-Nov-59,"25,000,000",25,686,MAR,MCD,SBA,6,1,1,EMDE
Argentina,GRA,Stand-By Arrangement,1959,3-Dec-59,"100,000,000",100,213,ARG,WHD,SBA,6,1,1,EMDE
Dominican Republic,GRA,Stand-By Arrangement,1959,22-Dec-59,"11,250,000",11.25,243,DOM,WHD,SBA,6,1,1,EMDE
Iceland,GRA,Stand-By Arrangement,1960,23-Feb-60,"5,625,000",5.625,176,ISL,EUR,SBA,6,1,1,AE
Peru,GRA,Stand-By Arrangement,1960,1-Mar-60,"27,500,000",27.5,293,PER,WHD,SBA,6,1,1,EMDE
Honduras,GRA,Stand-By Arrangement,1960,7-Mar-60,"7,500,000",7.5,268,HND,WHD,SBA,6,1,1,LIC
Venezuela,GRA,Stand-By Arrangement,1960,7-Apr-60,"100,000,000",100,299,VEN,WHD,SBA,6,1,1,EMDE
Syrian Arab Republic,GRA,Stand-By Arrangement,1960,2-May-60,"7,500,000",7.5,463,SYR,MCD,SBA,6,1,1,EMDE
Guatemala,GRA,Stand-By Arrangement,1960,6-Jun-60,"15,000,000",15,258,GTM,WHD,SBA,6,1,1,EMDE
Spain,GRA,Stand-By Arrangement,1960,17-Aug-60,"25,000,000",25,184,ESP,EUR,SBA,6,1,1,AE
El Salvador,GRA,Stand-By Arrangement,1960,1-Oct-60,"11,250,000",11.25,253,SLV,WHD,SBA,6,1,1,EMDE
Haiti,GRA,Stand-By Arrangement,1960,1-Oct-60,"6,000,000",6,263,HTI,WHD,SBA,6,1,1,LIC
"Iran, Islamic Republic of",GRA,Stand-By Arrangement,1960,10-Oct-60,"35,000,000",35,429,IRN,MCD,SBA,6,1,1,EMDE
Paraguay,GRA,Stand-By Arrangement,1960,10-Oct-60,"3,500,000",3.5,288,PRY,WHD,SBA,6,1,1,EMDE
Colombia,GRA,Stand-By Arrangement,1960,1-Nov-60,"75,000,000",75,233,COL,WHD,SBA,6,1,1,EMDE
Nicaragua,GRA,Stand-By Arrangement,1960,3-Nov-60,"7,500,000",7.5,278,NIC,WHD,SBA,6,1,1,LIC
Argentina,GRA,Stand-By Arrangement,1960,12-Dec-60,"100,000,000",100,213,ARG,WHD,SBA,6,1,1,EMDE
"Türkiye, Republic of",GRA,Stand-By Arrangement,1961,1-Jan-61,"37,500,000",37.5,186,TUR,EUR,SBA,6,1,1,EMDE
Chile,GRA,Stand-By Arrangement,1961,16-Feb-61,"75,000,000",75,228,CHL,WHD,SBA,6,1,1,EMDE
Iceland,GRA,Stand-By Arrangement,1961,16-Feb-61,"1,625,000",1.625,176,ISL,EUR,SBA,6,1,1,AE
Peru,GRA,Stand-By Arrangement,1961,1-Mar-61,"30,000,000",30,293,PER,WHD,SBA,6,1,1,EMDE
Australia,GRA,Stand-By Arrangement,1961,1-May-61,"100,000,000",100,193,AUS,APD,SBA,6,1,1,AE
Honduras,GRA,Stand-By Arrangement,1961,1-May-61,"7,500,000",7.5,268,HND,WHD,SBA,6,1,1,LIC
Brazil,GRA,Stand-By Arrangement,1961,18-May-61,"160,000,000",160,223,BRA,WHD,SBA,6,1,1,EMDE
Uruguay,GRA,Stand-By Arrangement,1961,6-Jun-61,"30,000,000",30,298,URY,WHD,SBA,6,1,1,EMDE
Ecuador,GRA,Stand-By Arrangement,1961,8-Jun-61,"10,000,000",10,248,ECU,WHD,SBA,6,1,1,EMDE
South Africa,GRA,Stand-By Arrangement,1961,6-Jul-61,"75,000,000",75,199,ZAF,AFR,SBA,6,1,1,EMDE
El Salvador,GRA,Stand-By Arrangement,1961,13-Jul-61,"11,250,000",11.25,253,SLV,WHD,SBA,6,1,1,EMDE
Mexico,GRA,Stand-By Arrangement,1961,13-Jul-61,"90,000,000",90,273,MEX,WHD,SBA,6,1,1,EMDE
Bolivia,GRA,Stand-By Arrangement,1961,27-Jul-61,"7,500,000",7.5,218,BOL,WHD,SBA,6,1,1,EMDE
United Kingdom,GRA,Stand-By Arrangement,1961,8-Aug-61,"500,000,000",500,112,GBR,EUR,SBA,6,1,1,AE
Guatemala,GRA,Stand-By Arrangement,1961,14-Aug-61,"15,000,000",15,258,GTM,WHD,SBA,6,1,1,EMDE
Indonesia,GRA,Stand-By Arrangement,1961,16-Aug-61,"41,250,000",41.25,536,IDN,APD,SBA,6,1,1,EMDE
Haiti,GRA,Stand-By Arrangement,1961,1-Oct-61,"6,000,000",6,263,HTI,WHD,SBA,6,1,1,LIC
Costa Rica,GRA,Stand-By Arrangement,1961,4-Oct-61,"15,000,000",15,238,CRI,WHD,SBA,6,1,1,EMDE
Paraguay,GRA,Stand-By Arrangement,1961,11-Dec-61,"5,000,000",5,288,PRY,WHD,SBA,6,1,1,EMDE
Argentina,GRA,Stand-By Arrangement,1961,12-Dec-61,"100,000,000",100,213,ARG,WHD,SBA,6,1,1,EMDE
Colombia,GRA,Stand-By Arrangement,1962,1-Jan-62,"10,000,000",10,233,COL,WHD,SBA,6,1,1,EMDE
Japan,GRA,Stand-By Arrangement,1962,19-Jan-62,"305,000,000",305,158,JPN,APD,SBA,6,1,1,AE
Peru,GRA,Stand-By Arrangement,1962,1-Mar-62,"30,000,000",30,293,PER,WHD,SBA,6,1,1,EMDE
Iceland,GRA,Stand-By Arrangement,1962,22-Mar-62,"1,625,000",1.625,176,ISL,EUR,SBA,6,1,1,AE
Syrian Arab Republic,GRA,Stand-By Arrangement,1962,26-Mar-62,"6,600,000",6.6,463,SYR,MCD,SBA,6,1,1,EMDE
"Türkiye, Republic of",GRA,Stand-By Arrangement,1962,30-Mar-62,"31,000,000",31,186,TUR,EUR,SBA,6,1,1,EMDE
Philippines,GRA,Stand-By Arrangement,1962,12-Apr-62,"40,400,000",40.4,566,PHL,APD,SBA,6,1,1,EMDE
Egypt,GRA,Stand-By Arrangement,1962,7-May-62,"42,500,000",42.5,469,EGY,MCD,SBA,6,1,1,EMDE
Argentina,GRA,Stand-By Arrangement,1962,7-Jun-62,"100,000,000",100,213,ARG,WHD,SBA,6,1,1,EMDE
Ecuador,GRA,Stand-By Arrangement,1962,8-Jun-62,"5,000,000",5,248,ECU,WHD,SBA,6,1,1,EMDE
Honduras,GRA,Stand-By Arrangement,1962,29-Jun-62,"7,500,000",7.5,268,HND,WHD,SBA,6,1,1,LIC
India,GRA,Stand-By Arrangement,1962,9-Jul-62,"100,000,000",100,534,IND,APD,SBA,6,1,1,EMDE
Bolivia,GRA,Stand-By Arrangement,1962,8-Aug-62,"10,000,000",10,218,BOL,WHD,SBA,6,1,1,EMDE
United Kingdom,GRA,Stand-By Arrangement,1962,8-Aug-62,"1,000,000,000",1000,112,GBR,EUR,SBA,6,1,1,AE
El Salvador,GRA,Stand-By Arrangement,1962,13-Sep-62,"11,250,000",11.25,253,SLV,WHD,SBA,6,1,1,EMDE
Haiti,GRA,Stand-By Arrangement,1962,1-Oct-62,"6,000,000",6,263,HTI,WHD,SBA,6,1,1,LIC
Uruguay,GRA,Stand-By Arrangement,1962,4-Oct-62,"30,000,000",30,298,URY,WHD,SBA,6,1,1,EMDE
Costa Rica,GRA,Stand-By Arrangement,1962,24-Dec-62,"11,600,000",11.6,238,CRI,WHD,SBA,6,1,1,EMDE
Colombia,GRA,Stand-By Arrangement,1963,14-Jan-63,"52,500,000",52.5,233,COL,WHD,SBA,6,1,1,EMDE
Chile,GRA,Stand-By Arrangement,1963,15-Jan-63,"40,000,000",40,228,CHL,WHD,SBA,6,1,1,EMDE
"Türkiye, Republic of",GRA,Stand-By Arrangement,1963,15-Feb-63,"21,500,000",21.5,186,TUR,EUR,SBA,6,1,1,EMDE
Nicaragua,GRA,Stand-By Arrangement,1963,1-Mar-63,"11,250,000",11.25,278,NIC,WHD,SBA,6,1,1,LIC
Peru,GRA,Stand-By Arrangement,1963,1-Mar-63,"30,000,000",30,293,PER,WHD,SBA,6,1,1,EMDE
Philippines,GRA,Stand-By Arrangement,1963,12-Apr-63,"40,400,000",40.4,566,PHL,APD,SBA,6,1,1,EMDE
Liberia,GRA,Stand-By Arrangement,1963,1-Jun-63,"5,700,000",5.7,668,LBR,AFR,SBA,6,1,1,LIC
Jamaica,GRA,Stand-By Arrangement,1963,13-Jun-63,"10,000,000",10,343,JAM,WHD,SBA,6,1,1,EMDE
Ecuador,GRA,Stand-By Arrangement,1963,1-Jul-63,"6,000,000",6,248,ECU,WHD,SBA,6,1,1,EMDE
India,GRA,Stand-By Arrangement,1963,9-Jul-63,"100,000,000",100,534,IND,APD,SBA,6,1,1,EMDE
Honduras,GRA,Stand-By Arrangement,1963,18-Jul-63,"7,500,000",7.5,268,HND,WHD,SBA,6,1,1,LIC
United States,GRA,Stand-By Arrangement,1963,22-Jul-63,"500,000,000",500,111,USA,WHD,SBA,6,1,1,AE
Indonesia,GRA,Stand-By Arrangement,1963,1-Aug-63,"50,000,000",50,536,IDN,APD,SBA,6,1,1,EMDE
United Kingdom,GRA,Stand-By Arrangement,1963,8-Aug-63,"1,000,000,000",1000,112,GBR,EUR,SBA,6,1,1,AE
Bolivia,GRA,Stand-By Arrangement,1963,4-Sep-63,"10,000,000",10,218,BOL,WHD,SBA,6,1,1,EMDE
El Salvador,GRA,Stand-By Arrangement,1963,13-Sep-63,"5,000,000",5,253,SLV,WHD,SBA,6,1,1,EMDE
Haiti,GRA,Stand-By Arrangement,1963,1-Oct-63,"4,000,000",4,263,HTI,WHD,SBA,6,1,1,LIC
Chile,GRA,Stand-By Arrangement,1964,14-Feb-64,"25,000,000",25,228,CHL,WHD,SBA,6,1,1,EMDE
Colombia,GRA,Stand-By Arrangement,1964,14-Feb-64,"10,000,000",10,233,COL,WHD,SBA,6,1,1,EMDE
"Türkiye, Republic of",GRA,Stand-By Arrangement,1964,15-Feb-64,"21,500,000",21.5,186,TUR,EUR,SBA,6,1,1,EMDE
Peru,GRA,Stand-By Arrangement,1964,1-Mar-64,"30,000,000",30,293,PER,WHD,SBA,6,1,1,EMDE
Japan,GRA,Stand-By Arrangement,1964,11-Mar-64,"305,000,000",305,158,JPN,APD,SBA,6,1,1,AE
Syrian Arab Republic,GRA,Stand-By Arrangement,1964,12-Mar-64,"18,500,000",18.5,463,SYR,MCD,SBA,6,1,1,EMDE
Nicaragua,GRA,Stand-By Arrangement,1964,1-Apr-64,"11,250,000",11.25,278,NIC,WHD,SBA,6,1,1,LIC
Philippines,GRA,Stand-By Arrangement,1964,12-Apr-64,"40,400,000",40.4,566,PHL,APD,SBA,6,1,1,EMDE
Somalia,GRA,Stand-By Arrangement,1964,1-May-64,"4,700,000",4.7,726,SOM,MCD,SBA,6,1,1,LIC
Egypt,GRA,Stand-By Arrangement,1964,23-May-64,"40,000,000",40,469,EGY,MCD,SBA,6,1,1,EMDE
Liberia,GRA,Stand-By Arrangement,1964,1-Jun-64,"4,400,000",4.4,668,LBR,AFR,SBA,6,1,1,LIC
Ecuador,GRA,Stand-By Arrangement,1964,1-Jul-64,"13,000,000",13,248,ECU,WHD,SBA,6,1,1,EMDE
Mali,GRA,Stand-By Arrangement,1964,1-Jul-64,"9,900,000",9.9,678,MLI,AFR,SBA,6,1,1,LIC
United States,GRA,Stand-By Arrangement,1964,22-Jul-64,"500,000,000",500,111,USA,WHD,SBA,6,1,1,AE
Dominican Republic,GRA,Stand-By Arrangement,1964,1-Aug-64,"25,000,000",25,243,DOM,WHD,SBA,6,1,1,EMDE
Honduras,GRA,Stand-By Arrangement,1964,5-Aug-64,"7,500,000",7.5,268,HND,WHD,SBA,6,1,1,LIC
United Kingdom,GRA,Stand-By Arrangement,1964,8-Aug-64,"1,000,000,000",1000,112,GBR,EUR,SBA,6,1,1,AE
Bolivia,GRA,Stand-By Arrangement,1964,1-Sep-64,"12,000,000",12,218,BOL,WHD,SBA,6,1,1,EMDE
Haiti,GRA,Stand-By Arrangement,1964,1-Oct-64,"4,000,000",4,263,HTI,WHD,SBA,6,1,1,LIC
Tunisia,GRA,Stand-By Arrangement,1964,1-Oct-64,"14,250,000",14.25,744,TUN,MCD,SBA,6,1,1,EMDE
Paraguay,GRA,Stand-By Arrangement,1964,23-Nov-64,"5,000,000",5,288,PRY,WHD,SBA,6,1,1,EMDE
Chile,GRA,Stand-By Arrangement,1965,6-Jan-65,"36,000,000",36,228,CHL,WHD,SBA,6,1,1,EMDE
Brazil,GRA,Stand-By Arrangement,1965,13-Jan-65,"125,000,000",125,223,BRA,WHD,SBA,6,1,1,EMDE
Somalia,GRA,Stand-By Arrangement,1965,19-Jan-65,"5,600,000",5.6,726,SOM,MCD,SBA,6,1,1,LIC
Burundi,GRA,Stand-By Arrangement,1965,26-Jan-65,"4,000,000",4,618,BDI,AFR,SBA,6,1,1,LIC
Costa Rica,GRA,Stand-By Arrangement,1965,1-Feb-65,"10,000,000",10,238,CRI,WHD,SBA,6,1,1,EMDE
"Türkiye, Republic of",GRA,Stand-By Arrangement,1965,1-Feb-65,"21,500,000",21.5,186,TUR,EUR,SBA,6,1,1,EMDE
Pakistan,GRA,Stand-By Arrangement,1965,16-Mar-65,"37,500,000",37.5,564,PAK,MCD,SBA,6,1,1,EMDE
India,GRA,Stand-By Arrangement,1965,22-Mar-65,"200,000,000",200,534,IND,APD,SBA,6,1,1,EMDE
Korea,GRA,Stand-By Arrangement,1965,22-Mar-65,"9,300,000",9.3,542,KOR,APD,SBA,6,1,1,AE
Peru,GRA,Stand-By Arrangement,1965,8-Apr-65,"30,000,000",30,293,PER,WHD,SBA,6,1,1,EMDE
Philippines,GRA,Stand-By Arrangement,1965,12-Apr-65,"40,400,000",40.4,566,PHL,APD,SBA,6,1,1,EMDE
Liberia,GRA,Stand-By Arrangement,1965,1-Jun-65,"4,000,000",4,668,LBR,AFR,SBA,6,1,1,LIC
Sri Lanka,GRA,Stand-By Arrangement,1965,15-Jun-65,"30,000,000",30,524,LKA,APD,SBA,6,1,1,EMDE
"Afghanistan, Islamic Republic of",GRA,Stand-By Arrangement,1965,17-Jun-65,"6,750,000",6.75,512,AFG,MCD,SBA,6,1,1,LIC
Ecuador,GRA,Stand-By Arrangement,1965,1-Jul-65,"12,000,000",12,248,ECU,WHD,SBA,6,1,1,EMDE
Panama,GRA,Stand-By Arrangement,1965,26-Jul-65,"7,000,000",7,283,PAN,WHD,SBA,6,1,1,EMDE
Bolivia,GRA,Stand-By Arrangement,1965,1-Sep-65,"14,000,000",14,218,BOL,WHD,SBA,6,1,1,EMDE
Morocco,GRA,Stand-By Arrangement,1965,23-Sep-65,"45,000,000",45,686,MAR,MCD,SBA,6,1,1,EMDE
Haiti,GRA,Stand-By Arrangement,1965,1-Oct-65,"4,000,000",4,263,HTI,WHD,SBA,6,1,1,LIC
El Salvador,GRA,Stand-By Arrangement,1965,15-Oct-65,"20,000,000",20,253,SLV,WHD,SBA,6,1,1,EMDE
Tunisia,GRA,Stand-By Arrangement,1965,12-Nov-65,"5,600,000",5.6,744,TUN,MCD,SBA,6,1,1,EMDE
Colombia,GRA,Stand-By Arrangement,1966,1-Jan-66,"36,500,000",36.5,233,COL,WHD,SBA,6,1,1,EMDE
Guatemala,GRA,Stand-By Arrangement,1966,1-Jan-66,"15,000,000",15,258,GTM,WHD,SBA,6,1,1,EMDE
Honduras,GRA,Stand-By Arrangement,1966,1-Jan-66,"10,000,000",10,268,HND,WHD,SBA,6,1,1,LIC
Somalia,GRA,Stand-By Arrangement,1966,19-Jan-66,"2,800,000",2.8,726,SOM,MCD,SBA,6,1,1,LIC
Brazil,GRA,Stand-By Arrangement,1966,1-Feb-66,"125,000,000",125,223,BRA,WHD,SBA,6,1,1,EMDE
"Türkiye, Republic of",GRA,Stand-By Arrangement,1966,1-Feb-66,"21,500,000",21.5,186,TUR,EUR,SBA,6,1,1,EMDE
Chile,GRA,Stand-By Arrangement,1966,1-Mar-66,"40,000,000",40,228,CHL,WHD,SBA,6,1,1,EMDE
Costa Rica,GRA,Stand-By Arrangement,1966,1-Mar-66,"10,000,000",10,238,CRI,WHD,SBA,6,1,1,EMDE
Korea,GRA,Stand-By Arrangement,1966,22-Mar-66,"12,000,000",12,542,KOR,APD,SBA,6,1,1,AE
Burundi,GRA,Stand-By Arrangement,1966,28-Mar-66,"5,000,000",5,618,BDI,AFR,SBA,6,1,1,LIC
Peru,GRA,Stand-By Arrangement,1966,31-Mar-66,"37,500,000",37.5,293,PER,WHD,SBA,6,1,1,EMDE
Philippines,GRA,Stand-By Arrangement,1966,12-Apr-66,"26,700,000",26.7,566,PHL,APD,SBA,6,1,1,EMDE
Rwanda,GRA,Stand-By Arrangement,1966,15-Apr-66,"5,000,000",5,714,RWA,AFR,SBA,6,1,1,LIC
Ghana,GRA,Stand-By Arrangement,1966,17-May-66,"36,400,000",36.4,652,GHA,AFR,SBA,6,1,1,LIC
Liberia,GRA,Stand-By Arrangement,1966,1-Jun-66,"6,000,000",6,668,LBR,AFR,SBA,6,1,1,LIC
Uruguay,GRA,Stand-By Arrangement,1966,9-Jun-66,"15,000,000",15,298,URY,WHD,SBA,6,1,1,EMDE
Sri Lanka,GRA,Stand-By Arrangement,1966,15-Jun-66,"25,000,000",25,524,LKA,APD,SBA,6,1,1,EMDE
Ecuador,GRA,Stand-By Arrangement,1966,15-Jul-66,"13,000,000",13,248,ECU,WHD,SBA,6,1,1,EMDE
"Afghanistan, Islamic Republic of",GRA,Stand-By Arrangement,1966,3-Aug-66,"8,000,000",8,512,AFG,MCD,SBA,6,1,1,LIC
Paraguay,GRA,Stand-By Arrangement,1966,1-Sep-66,"7,500,000",7.5,288,PRY,WHD,SBA,6,1,1,EMDE
Sudan,GRA,Stand-By Arrangement,1966,22-Sep-66,"28,500,000",28.5,732,SDN,MCD,SBA,6,1,1,LIC
Morocco,GRA,Stand-By Arrangement,1966,23-Sep-66,"50,000,000",50,686,MAR,MCD,SBA,6,1,1,EMDE
Haiti,GRA,Stand-By Arrangement,1966,1-Oct-66,"4,000,000",4,263,HTI,WHD,SBA,6,1,1,LIC
Sierra Leone,GRA,Stand-By Arrangement,1966,1-Nov-66,"7,500,000",7.5,724,SLE,AFR,SBA,6,1,1,LIC
Bolivia,GRA,Stand-By Arrangement,1966,2-Dec-66,"18,000,000",18,218,BOL,WHD,SBA,6,1,1,EMDE
Tunisia,GRA,Stand-By Arrangement,1966,5-Dec-66,"9,600,000",9.6,744,TUN,MCD,SBA,6,1,1,EMDE
Philippines,GRA,Stand-By Arrangement,1967,5-Jan-67,"55,000,000",55,566,PHL,APD,SBA,6,1,1,EMDE
Somalia,GRA,Stand-By Arrangement,1967,19-Jan-67,"5,000,000",5,726,SOM,MCD,SBA,6,1,1,LIC
Brazil,GRA,Stand-By Arrangement,1967,13-Feb-67,"30,000,000",30,223,BRA,WHD,SBA,6,1,1,EMDE
Guyana,GRA,Stand-By Arrangement,1967,15-Feb-67,"7,500,000",7.5,336,GUY,WHD,SBA,6,1,1,EMDE
"Türkiye, Republic of",GRA,Stand-By Arrangement,1967,15-Feb-67,"27,000,000",27,186,TUR,EUR,SBA,6,1,1,EMDE
Finland,GRA,Stand-By Arrangement,1967,6-Mar-67,"93,750,000",93.75,172,FIN,EUR,SBA,6,1,1,AE
Korea,GRA,Stand-By Arrangement,1967,22-Mar-67,"18,000,000",18,542,KOR,APD,SBA,6,1,1,AE
Burundi,GRA,Stand-By Arrangement,1967,28-Mar-67,"6,000,000",6,618,BDI,AFR,SBA,6,1,1,LIC
Guatemala,GRA,Stand-By Arrangement,1967,1-Apr-67,"13,400,000",13.4,258,GTM,WHD,SBA,6,1,1,EMDE
Colombia,GRA,Stand-By Arrangement,1967,15-Apr-67,"60,000,000",60,233,COL,WHD,SBA,6,1,1,EMDE
Rwanda,GRA,Stand-By Arrangement,1967,20-Apr-67,"2,000,000",2,714,RWA,AFR,SBA,6,1,1,LIC
Argentina,GRA,Stand-By Arrangement,1967,1-May-67,"125,000,000",125,213,ARG,WHD,SBA,6,1,1,EMDE
Ghana,GRA,Stand-By Arrangement,1967,25-May-67,"25,000,000",25,652,GHA,AFR,SBA,6,1,1,LIC
Liberia,GRA,Stand-By Arrangement,1967,1-Jun-67,"4,400,000",4.4,668,LBR,AFR,SBA,6,1,1,LIC
"Congo, Democratic Republic of",GRA,Stand-By Arrangement,1967,6-Jul-67,"27,000,000",27,636,COD,AFR,SBA,6,1,1,LIC
Costa Rica,GRA,Stand-By Arrangement,1967,17-Aug-67,"15,500,000",15.5,238,CRI,WHD,SBA,6,1,1,EMDE
Peru,GRA,Stand-By Arrangement,1967,18-Aug-67,"42,500,000",42.5,293,PER,WHD,SBA,6,1,1,EMDE
Mali,GRA,Stand-By Arrangement,1967,21-Aug-67,"6,500,000",6.5,678,MLI,AFR,SBA,6,1,1,LIC
Sudan,GRA,Stand-By Arrangement,1967,14-Sep-67,"10,000,000",10,732,SDN,MCD,SBA,6,1,1,LIC
New Zealand,GRA,Stand-By Arrangement,1967,25-Oct-67,"87,000,000",87,196,NZL,APD,SBA,6,1,1,AE
Morocco,GRA,Stand-By Arrangement,1967,27-Oct-67,"50,000,000",50,686,MAR,MCD,SBA,6,1,1,EMDE
United Kingdom,GRA,Stand-By Arrangement,1967,30-Nov-67,"1,400,000,000",1400,112,GBR,EUR,SBA,6,1,1,AE
Bolivia,GRA,Stand-By Arrangement,1967,2-Dec-67,"20,000,000",20,218,BOL,WHD,SBA,6,1,1,EMDE
El Salvador,GRA,Stand-By Arrangement,1967,5-Dec-67,"10,000,000",10,253,SLV,WHD,SBA,6,1,1,EMDE
Tunisia,GRA,Stand-By Arrangement,1967,27-Dec-67,"9,610,000",9.61,744,TUN,MCD,SBA,6,1,1,EMDE
Honduras,GRA,Stand-By Arrangement,1968,1-Jan-68,"11,000,000",11,268,HND,WHD,SBA,6,1,1,LIC
Paraguay,GRA,Stand-By Arrangement,1968,1-Jan-68,"8,000,000",8,288,PRY,WHD,SBA,6,1,1,EMDE
Sierra Leone,GRA,Stand-By Arrangement,1968,17-Jan-68,"3,600,000",3.6,724,SLE,AFR,SBA,6,1,1,LIC
Somalia,GRA,Stand-By Arrangement,1968,19-Jan-68,"7,000,000",7,726,SOM,MCD,SBA,6,1,1,LIC
Guyana,GRA,Stand-By Arrangement,1968,15-Feb-68,"4,000,000",4,336,GUY,WHD,SBA,6,1,1,EMDE
Indonesia,GRA,Stand-By Arrangement,1968,19-Feb-68,"51,750,000",51.75,536,IDN,APD,SBA,6,1,1,EMDE
